id_student,early_login_count,early_login_consistency,early_clicks,early_clicks_per_login,unique_resources_early,num_of_prev_attempts,late_registration_score,workload_level,assignments_count,courses_count,procrastination_label
7446,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7447,8,0.26666666666666666,94.0,11.75,14,0,0.0,1.0,5,1,1
7448,9,0.3,243.0,27.0,27,0,0.0,1.0,11,1,1
7449,31,1.0,547.0,17.64516129032258,38,0,0.0,1.0,11,1,1
7450,4,0.13333333333333333,37.0,9.25,9,0,0.3333333333333333,0.25,7,1,0
7451,12,0.4,183.0,15.25,35,0,0.0,1.0,4,1,1
7452,0,0.0,0.0,0.0,0,1,0.08333333333333333,1.5,0,1,0
7453,12,0.4,145.0,12.083333333333334,18,0,0.0,0.5,3,1,0
7454,9,0.3,397.0,44.111111111111114,22,1,0.0,1.0,10,1,1
7455,1,0.03333333333333333,67.0,67.0,5,1,0.0,0.5,0,1,0
7456,9,0.3,87.0,9.666666666666666,20,1,0.0,0.75,12,1,0
7457,15,0.5,328.0,21.866666666666667,49,1,0.0,1.0,3,1,1
7458,25,0.8333333333333334,441.0,17.64,44,0,0.0,0.5,2,1,0
7459,20,0.6666666666666666,516.0,25.8,56,1,0.55,1.0,12,1,0
7460,15,0.5,250.0,16.666666666666668,26,0,0.08333333333333333,0.5,12,1,1
7461,7,0.23333333333333334,98.0,14.0,18,1,0.0,0.5,2,1,1
7462,22,0.7333333333333333,367.0,16.681818181818183,29,1,0.0,0.5,5,1,0
7463,25,0.8333333333333334,721.0,28.84,81,0,0.0,0.5,11,1,1
7464,38,1.0,1381.0,36.3421052631579,113,0,0.0,0.625,4,1,0
7465,5,0.16666666666666666,74.0,14.8,8,2,0.0,1.0,4,1,1
7466,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7467,8,0.26666666666666666,153.0,19.125,32,1,0.3333333333333333,1.5,10,1,1
7468,7,0.23333333333333334,83.0,11.857142857142858,20,1,0.0,0.5,1,1,1
7469,9,0.3,159.0,17.666666666666668,22,0,0.43333333333333335,1.0,12,1,0
7470,26,0.8666666666666667,463.0,17.807692307692307,75,2,0.13333333333333333,0.875,22,1,1
7471,6,0.2,79.0,13.166666666666666,20,0,0.0,0.5,1,1,0
7472,13,0.43333333333333335,179.0,13.76923076923077,20,0,0.0,0.5,6,1,0
7473,9,0.3,134.0,14.88888888888889,14,0,0.0,0.5,9,1,1
7474,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7475,19,0.6333333333333333,373.0,19.63157894736842,18,0,0.016666666666666666,1.0,4,1,1
7476,72,1.0,2153.0,29.90277777777778,162,2,0.0,0.75,8,1,1
7477,11,0.36666666666666664,161.0,14.636363636363637,16,1,0.0,0.75,12,1,0
7478,29,0.9666666666666667,1428.0,49.241379310344826,32,0,0.08333333333333333,0.5,9,1,1
7479,16,0.5333333333333333,148.0,9.25,30,0,0.0,0.5,5,1,0
7480,16,0.5333333333333333,286.0,17.875,25,1,0.0,1.0,11,1,1
7481,11,0.36666666666666664,132.0,12.0,34,0,0.0,0.75,11,1,1
7482,6,0.2,172.0,28.666666666666668,21,1,0.0,1.0,0,1,0
7483,14,0.4666666666666667,307.0,21.928571428571427,42,0,0.0,0.5,3,1,1
7484,37,1.0,820.0,22.16216216216216,96,0,0.0,0.5,7,1,0
7485,40,1.0,1190.0,29.75,113,0,0.0,0.625,14,2,1
7486,16,0.5333333333333333,305.0,19.0625,13,0,0.0,0.5,9,1,1
7487,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7488,30,1.0,452.0,15.066666666666666,38,0,0.08333333333333333,0.5,2,1,1
7489,5,0.16666666666666666,40.0,8.0,9,1,0.0,0.5,3,1,1
7490,9,0.3,50.0,5.555555555555555,13,1,0.0,0.5,7,1,0
7491,9,0.3,58.0,6.444444444444445,8,1,0.0,0.875,9,1,1
7492,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7493,7,0.23333333333333334,171.0,24.428571428571427,9,0,0.13333333333333333,0.25,1,1,1
7494,1,0.03333333333333333,7.0,7.0,2,0,0.0,1.5,0,1,0
7495,7,0.23333333333333334,109.0,15.571428571428571,27,1,0.11666666666666667,1.0,0,1,0
7496,19,0.6333333333333333,506.0,26.63157894736842,29,1,0.0,1.5,9,1,1
7497,0,0.0,0.0,0.0,0,0,0.0,0.75,0,1,0
7498,4,0.13333333333333333,31.0,7.75,10,1,0.0,0.5,11,1,1
7499,12,0.4,112.0,9.333333333333334,12,0,0.08333333333333333,0.5,4,1,1
7500,20,0.6666666666666666,1043.0,52.15,46,0,0.0,0.5,12,1,0
7501,12,0.4,186.0,15.5,51,0,0.0,0.5,2,1,1
7502,36,1.0,466.0,12.944444444444445,51,1,0.0,0.75,7,1,0
7503,39,1.0,475.0,12.179487179487179,28,0,0.05,1.0,11,1,1
7504,19,0.6333333333333333,489.0,25.736842105263158,44,0,0.08333333333333333,0.75,1,1,1
7505,4,0.13333333333333333,27.0,6.75,10,1,0.0,0.5,0,1,0
7506,19,0.6333333333333333,204.0,10.736842105263158,34,1,0.0,0.75,7,1,0
7507,10,0.3333333333333333,149.0,14.9,34,1,0.0,1.5,12,1,1
7508,18,0.6,205.0,11.38888888888889,25,0,0.0,0.5,11,1,1
7509,7,0.23333333333333334,58.0,8.285714285714286,9,1,0.0,1.0,3,1,0
7510,2,0.06666666666666667,57.0,28.5,14,0,0.0,0.5,0,1,0
7511,7,0.23333333333333334,94.0,13.428571428571429,17,0,0.0,1.0,8,1,1
7512,0,0.0,0.0,0.0,0,0,0.0,0.75,0,1,0
7513,10,0.3333333333333333,116.0,11.6,10,0,0.0,0.25,4,1,1
7514,3,0.1,45.0,15.0,13,0,0.13333333333333333,1.0,0,1,0
7515,23,0.7666666666666667,707.0,30.73913043478261,71,0,0.08333333333333333,1.5,4,1,1
7516,25,0.8333333333333334,733.0,29.32,41,1,0.0,1.0,12,1,1
7517,24,0.8,722.0,30.083333333333332,56,0,0.05,1.0,12,1,0
7518,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7519,0,0.0,0.0,0.0,0,1,0.0,1.5,0,1,0
7520,18,0.6,356.0,19.77777777777778,69,1,0.6666666666666666,1.0,4,1,1
7521,7,0.23333333333333334,57.0,8.142857142857142,15,0,0.0,0.25,9,1,0
7522,11,0.36666666666666664,263.0,23.90909090909091,32,0,0.0,1.5,11,1,0
7523,8,0.26666666666666666,79.0,9.875,8,0,0.1,0.25,1,1,1
7524,10,0.3333333333333333,290.0,29.0,49,0,0.0,0.75,12,1,1
7525,24,0.8,299.0,12.458333333333334,36,0,0.2,1.0,6,1,1
7526,7,0.23333333333333334,119.0,17.0,21,2,0.0,0.5,11,1,1
7527,0,0.0,0.0,0.0,0,0,0.11666666666666667,1.0,0,1,0
7528,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
7529,6,0.2,133.0,22.166666666666668,18,0,0.0,0.5,0,1,0
7530,20,0.6666666666666666,241.0,12.05,20,0,0.03333333333333333,0.5,11,1,1
7531,29,0.9666666666666667,485.0,16.724137931034484,41,0,0.11666666666666667,1.25,12,1,1
7532,50,1.0,1213.0,24.26,84,1,0.041666666666666664,1.0,5,1,1
7533,1,0.03333333333333333,16.0,16.0,7,0,0.0,0.5,0,1,0
7534,5,0.16666666666666666,58.0,11.6,12,0,0.25,1.0,0,1,0
7535,29,0.9666666666666667,986.0,34.0,71,1,0.0,1.5,12,1,0
7536,16,0.5333333333333333,233.0,14.5625,18,1,0.0,1.0,10,1,1
7537,7,0.23333333333333334,59.0,8.428571428571429,9,1,0.0,1.0,8,1,1
7538,2,0.06666666666666667,32.0,16.0,13,0,0.0,0.5,3,1,1
7539,54,1.0,932.0,17.25925925925926,123,0,0.0,0.5,23,2,1
7540,4,0.13333333333333333,42.0,10.5,11,0,0.0,0.25,6,1,0
7541,11,0.36666666666666664,45.0,4.090909090909091,13,0,0.0,0.5,7,1,0
7542,13,0.43333333333333335,198.0,15.23076923076923,18,0,0.0,0.5,7,1,0
7543,10,0.3333333333333333,170.0,17.0,30,1,0.0,1.5,0,1,0
7544,18,0.6,435.0,24.166666666666668,43,0,0.0,0.5,11,1,1
7545,22,0.7333333333333333,542.0,24.636363636363637,36,0,0.0,0.5,9,1,1
7546,7,0.23333333333333334,143.0,20.428571428571427,14,0,0.0,1.125,4,2,1
7547,6,0.2,47.0,7.833333333333333,9,1,0.0,1.0,0,1,0
7548,5,0.16666666666666666,47.0,9.4,15,0,0.0,0.5,1,1,0
7549,20,0.6666666666666666,538.0,26.9,85,0,0.08333333333333333,0.5,12,1,1
7550,0,0.0,0.0,0.0,0,1,0.0,1.0,0,1,0
7551,2,0.06666666666666667,27.0,13.5,14,0,0.0,1.5,4,1,1
7552,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7553,27,0.9,524.0,19.40740740740741,50,0,0.0,1.25,2,1,0
7554,6,0.2,301.0,50.166666666666664,23,0,0.0,0.25,1,1,1
7555,32,1.0,717.0,22.40625,69,0,0.0,0.5,12,1,1
7556,16,0.5333333333333333,236.0,14.75,23,1,0.0,1.0,11,1,1
7557,4,0.13333333333333333,31.0,7.75,13,0,0.0,1.0,5,1,0
7558,8,0.26666666666666666,129.0,16.125,23,2,0.1,0.5,7,1,0
7559,4,0.13333333333333333,67.0,16.75,12,0,0.5666666666666667,0.25,1,1,0
7560,5,0.16666666666666666,158.0,31.6,37,0,0.26666666666666666,1.0,5,1,0
7561,0,0.0,0.0,0.0,0,0,0.0,1.5,0,1,0
7562,5,0.16666666666666666,22.0,4.4,7,0,0.0,1.5,0,1,0
7563,16,0.5333333333333333,285.0,17.8125,19,0,0.0,0.5,6,1,1
7564,12,0.4,194.0,16.166666666666668,14,0,0.0,0.5,8,1,1
7565,20,0.6666666666666666,464.0,23.2,22,0,0.0,0.5,5,1,1
7566,7,0.23333333333333334,56.0,8.0,8,0,0.1,0.25,7,1,0
7567,8,0.26666666666666666,69.0,8.625,11,0,0.1,1.0,8,1,1
7568,13,0.43333333333333335,293.0,22.53846153846154,24,0,0.016666666666666666,0.5,3,1,1
7569,3,0.1,33.0,11.0,9,0,0.0,0.5,6,1,1
7570,6,0.2,24.0,4.0,6,0,0.0,1.0,0,1,0
7571,10,0.3333333333333333,232.0,23.2,25,1,0.0,0.5,6,1,1
7572,31,1.0,369.0,11.903225806451612,50,1,0.0,1.5,14,1,1
7573,9,0.3,97.0,10.777777777777779,21,0,0.0,0.75,7,1,1
7574,12,0.4,101.0,8.416666666666666,20,0,0.0,0.5,10,1,1
7575,5,0.16666666666666666,64.0,12.8,14,1,0.0,0.5,0,1,0
7576,2,0.06666666666666667,15.0,7.5,2,0,0.0,0.5,11,1,1
7577,19,0.6333333333333333,325.0,17.105263157894736,15,1,0.0,0.25,9,1,1
7578,31,1.0,684.0,22.06451612903226,36,0,0.0,0.5,10,2,1
7579,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7580,9,0.3,180.0,20.0,14,0,0.13333333333333333,0.5,2,1,1
7581,20,0.6666666666666666,739.0,36.95,71,0,0.0,0.5,12,1,0
7582,16,0.5333333333333333,297.0,18.5625,33,1,0.0,1.0,1,1,0
7583,40,1.0,1119.0,27.975,85,0,0.0,0.5,21,2,1
7584,11,0.36666666666666664,308.0,28.0,32,0,0.0,0.5,2,1,1
7585,41,1.0,1206.0,29.414634146341463,68,0,0.0,0.75,12,1,0
7586,39,1.0,432.0,11.076923076923077,62,0,0.0,1.0,14,1,1
7587,7,0.23333333333333334,23.0,3.2857142857142856,5,0,0.3333333333333333,1.5,3,1,1
7588,35,1.0,531.0,15.17142857142857,39,0,0.0,0.75,12,1,1
7589,28,0.9333333333333333,433.0,15.464285714285714,83,0,0.11666666666666667,0.5,14,1,1
7590,6,0.2,120.0,20.0,12,0,0.0,0.5,9,1,1
7591,7,0.23333333333333334,74.0,10.571428571428571,17,1,0.13333333333333333,1.0,3,1,1
7592,12,0.4,248.0,20.666666666666668,18,0,0.0,0.5,4,1,0
7593,20,0.6666666666666666,237.0,11.85,55,0,0.0,0.5,12,1,1
7594,25,0.8333333333333334,272.0,10.88,24,0,0.0,0.5,6,1,1
7595,5,0.16666666666666666,125.0,25.0,8,0,0.0,0.5,1,1,0
7596,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7597,16,0.5333333333333333,241.0,15.0625,17,0,0.0,0.5,11,1,1
7598,17,0.5666666666666667,453.0,26.647058823529413,74,0,0.0,0.5,12,1,1
7599,1,0.03333333333333333,2.0,2.0,1,0,0.0,0.5,0,1,0
7600,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7601,6,0.2,158.0,26.333333333333332,19,0,0.0,1.25,0,1,0
7602,16,0.5333333333333333,362.0,22.625,58,1,0.0,1.5,0,1,0
7603,23,0.7666666666666667,461.0,20.043478260869566,49,0,0.0,0.5,13,2,1
7604,18,0.6,135.0,7.5,39,1,0.3333333333333333,1.0,8,1,1
7605,2,0.06666666666666667,45.0,22.5,5,1,0.0,1.0,1,1,0
7606,0,0.0,0.0,0.0,0,1,0.016666666666666666,0.5,3,1,0
7607,5,0.16666666666666666,57.0,11.4,14,0,0.0,0.5,11,1,1
7608,16,0.5333333333333333,366.0,22.875,94,0,0.0,0.5,13,2,1
7609,5,0.16666666666666666,29.0,5.8,11,0,0.0,0.5,1,1,0
7610,35,1.0,375.0,10.714285714285714,29,1,0.0,1.5,10,1,1
7611,7,0.23333333333333334,99.0,14.142857142857142,25,0,0.03333333333333333,0.375,13,2,0
7612,11,0.36666666666666664,283.0,25.727272727272727,35,0,0.0,0.5,4,1,1
7613,1,0.03333333333333333,1.0,1.0,1,2,0.0,1.0,0,1,0
7614,14,0.4666666666666667,95.0,6.785714285714286,5,1,0.1,1.25,14,1,1
7615,9,0.3,46.0,5.111111111111111,4,0,0.25,1.25,10,1,1
7616,3,0.1,16.0,5.333333333333333,5,0,0.3333333333333333,0.5,7,1,1
7617,8,0.26666666666666666,87.0,10.875,15,0,0.0,1.0,7,1,1
7618,10,0.3333333333333333,173.0,17.3,20,0,0.13333333333333333,0.25,9,1,1
7619,0,0.0,0.0,0.0,0,1,0.0,1.25,0,1,0
7620,7,0.23333333333333334,62.0,8.857142857142858,13,0,0.0,0.5,11,1,1
7621,14,0.4666666666666667,154.0,11.0,45,0,0.21666666666666667,0.625,5,1,1
7622,2,0.06666666666666667,21.0,10.5,6,0,0.0,0.5,2,1,1
7623,5,0.16666666666666666,29.0,5.8,3,0,0.2,0.5,10,1,1
7624,10,0.3333333333333333,246.0,24.6,39,0,0.0,0.5,12,1,0
7625,10,0.3333333333333333,217.0,21.7,29,0,0.0,0.5,12,1,1
7626,35,1.0,1295.0,37.0,74,0,0.0,0.5,12,1,1
7627,15,0.5,232.0,15.466666666666667,42,1,0.0,0.5,7,1,0
7628,5,0.16666666666666666,160.0,32.0,22,1,0.0,1.0,0,1,0
7629,12,0.4,322.0,26.833333333333332,27,0,0.0,0.5,1,1,1
7630,22,0.7333333333333333,332.0,15.090909090909092,27,0,0.1,0.5,8,1,1
7631,1,0.03333333333333333,1.0,1.0,1,1,0.0,0.5,0,1,0
7632,53,1.0,2915.0,55.0,152,2,0.06666666666666667,1.0,17,1,0
7633,1,0.03333333333333333,10.0,10.0,4,1,0.0,1.0,0,1,0
7634,16,0.5333333333333333,248.0,15.5,21,1,0.0,1.0,11,1,1
7635,25,0.8333333333333334,833.0,33.32,101,0,0.23333333333333334,1.0,8,1,1
7636,1,0.03333333333333333,10.0,10.0,5,1,0.0,0.75,0,1,0
7637,12,0.4,53.0,4.416666666666667,11,0,0.0,0.5,7,1,1
7638,19,0.6333333333333333,453.0,23.842105263157894,66,0,0.0,0.5,5,1,0
7639,35,1.0,988.0,28.228571428571428,26,2,0.0,0.5,11,1,1
7640,3,0.1,18.0,6.0,4,0,0.0,0.5,0,1,0
7641,3,0.1,35.0,11.666666666666666,6,1,0.0,1.0,7,1,1
7642,22,0.7333333333333333,462.0,21.0,43,0,0.0,0.5,3,1,0
7643,0,0.0,0.0,0.0,0,1,0.0,1.0,0,1,0
7644,45,1.0,839.0,18.644444444444446,71,0,0.0,0.625,7,1,0
7645,7,0.23333333333333334,87.0,12.428571428571429,4,2,0.15,0.5,4,1,1
7646,0,0.0,0.0,0.0,0,1,0.0,1.0,0,1,0
7647,2,0.06666666666666667,11.0,5.5,3,1,0.25,1.0,0,1,0
7648,12,0.4,253.0,21.083333333333332,39,1,0.0,1.0,12,1,1
7649,4,0.13333333333333333,66.0,16.5,6,0,0.25,1.0,3,1,1
7650,39,1.0,1720.0,44.1025641025641,46,0,0.0,0.5,10,1,1
7651,1,0.03333333333333333,3.0,3.0,3,0,0.0,0.25,9,1,0
7652,31,1.0,4075.0,131.4516129032258,98,1,0.25,1.5,12,1,1
7653,9,0.3,397.0,44.111111111111114,43,0,0.0,0.75,11,1,0
7654,17,0.5666666666666667,243.0,14.294117647058824,18,0,0.0,0.5,11,1,1
7655,36,1.0,357.0,9.916666666666666,43,1,0.16666666666666669,1.125,22,1,1
7656,11,0.36666666666666664,160.0,14.545454545454545,10,0,0.0,0.5,11,1,1
7657,8,0.26666666666666666,216.0,27.0,28,1,0.0,1.0,1,1,0
7658,44,1.0,1839.0,41.79545454545455,86,0,0.0,0.5,16,2,1
7659,28,0.9333333333333333,368.0,13.142857142857142,14,0,0.0,0.75,10,1,1
7660,9,0.3,227.0,25.22222222222222,34,1,0.45,0.5,11,1,1
7661,11,0.36666666666666664,260.0,23.636363636363637,37,0,0.0,0.5,1,1,0
7662,10,0.3333333333333333,234.0,23.4,21,2,0.0,0.5,12,1,0
7663,4,0.13333333333333333,85.0,21.25,11,1,0.0,0.5,5,1,0
7664,9,0.3,253.0,28.11111111111111,42,0,0.016666666666666666,0.5,10,1,0
7665,1,0.03333333333333333,14.0,14.0,5,1,0.0,0.5,0,1,0
7666,12,0.4,189.0,15.75,28,0,0.0,1.0,11,1,1
7667,25,0.8333333333333334,594.0,23.76,72,1,0.0,1.5,14,1,1
7668,8,0.26666666666666666,165.0,20.625,26,0,0.0,1.0,11,1,1
7669,8,0.26666666666666666,46.0,5.75,14,1,0.2,1.0,0,1,0
7670,5,0.16666666666666666,43.0,8.6,11,1,0.16666666666666666,1.0,1,1,1
7671,38,1.0,851.0,22.394736842105264,59,0,0.0,1.25,12,1,0
7672,10,0.3333333333333333,316.0,31.6,14,0,0.0,0.5,11,1,1
7673,28,0.9333333333333333,926.0,33.07142857142857,51,1,0.0,1.5,11,1,0
7674,0,0.0,0.0,0.0,0,1,0.0,1.0,2,1,0
7675,28,0.9333333333333333,318.0,11.357142857142858,36,1,0.0,1.0,6,1,0
7676,13,0.43333333333333335,269.0,20.692307692307693,20,0,0.0,0.5,11,1,1
7677,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7678,36,1.0,831.0,23.083333333333332,56,0,0.08333333333333333,0.3333333333333333,9,1,1
7679,14,0.4666666666666667,73.0,5.214285714285714,16,1,0.0,0.5,0,1,0
7680,17,0.5666666666666667,361.0,21.235294117647058,40,1,0.0,1.0,7,1,1
7681,5,0.16666666666666666,124.0,24.8,25,0,0.0,0.5,2,2,1
7682,7,0.23333333333333334,41.0,5.857142857142857,15,1,0.0,1.0,9,1,1
7683,4,0.13333333333333333,105.0,26.25,16,0,0.0,0.5,2,1,1
7684,8,0.26666666666666666,90.0,11.25,14,0,0.0,0.25,8,1,0
7685,25,0.8333333333333334,255.0,10.2,74,1,0.15,1.0,5,1,1
7686,13,0.43333333333333335,166.0,12.76923076923077,32,0,0.0,1.0,11,1,1
7687,10,0.3333333333333333,126.0,12.6,32,0,0.0,0.5,0,1,0
7688,22,0.7333333333333333,709.0,32.22727272727273,39,0,0.0,0.5,12,1,0
7689,19,0.6333333333333333,101.0,5.315789473684211,13,1,0.0,0.5,11,1,1
7690,22,0.7333333333333333,400.0,18.181818181818183,24,0,0.0,0.5,7,1,0
7691,22,0.7333333333333333,414.0,18.818181818181817,20,0,0.0,0.5,11,1,1
7692,1,0.03333333333333333,7.0,7.0,4,0,0.016666666666666666,0.5,0,1,0
7693,5,0.16666666666666666,315.0,63.0,36,0,0.0,1.0,1,1,1
7694,1,0.03333333333333333,13.0,13.0,6,1,0.0,0.75,0,2,0
7695,30,1.0,932.0,31.066666666666666,75,0,0.0,0.5,14,1,1
7696,37,1.0,1353.0,36.567567567567565,84,0,0.06666666666666667,0.5,21,2,1
7697,17,0.5666666666666667,416.0,24.470588235294116,18,0,0.0,1.25,5,1,1
7698,23,0.7666666666666667,651.0,28.304347826086957,59,0,0.0,0.5,6,1,0
7699,0,0.0,0.0,0.0,0,1,0.25,1.5,0,1,0
7700,10,0.3333333333333333,75.0,7.5,14,4,0.0,1.5,5,1,1
7701,21,0.7,541.0,25.761904761904763,52,0,0.0,1.0,12,1,0
7702,23,0.7666666666666667,419.0,18.217391304347824,65,0,0.0,1.0,12,1,1
7703,1,0.03333333333333333,15.0,15.0,4,0,0.0,0.5,0,1,0
7704,8,0.26666666666666666,255.0,31.875,18,0,0.0,0.5,9,1,1
7705,9,0.3,102.0,11.333333333333334,21,0,0.0,0.5,11,1,1
7706,5,0.16666666666666666,160.0,32.0,9,0,0.016666666666666666,0.5,1,1,1
7707,14,0.4666666666666667,240.0,17.142857142857142,32,1,0.0,1.0,12,1,0
7708,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7709,2,0.06666666666666667,20.0,10.0,4,0,0.0,0.25,7,1,0
7710,8,0.26666666666666666,112.0,14.0,30,0,0.016666666666666666,0.5,0,1,0
7711,2,0.06666666666666667,19.0,9.5,3,2,0.0,0.5,1,1,0
7712,6,0.2,54.0,9.0,9,1,0.0,0.5,6,1,1
7713,8,0.26666666666666666,230.0,28.75,30,1,0.0,1.0,3,1,1
7714,1,0.03333333333333333,133.0,133.0,5,0,0.016666666666666666,0.25,0,1,0
7715,17,0.5666666666666667,435.0,25.58823529411765,24,0,0.3333333333333333,0.5,5,1,1
7716,49,1.0,4284.0,87.42857142857143,112,0,0.03333333333333333,0.5,12,1,0
7717,11,0.36666666666666664,124.0,11.272727272727273,17,0,0.0,0.5,9,1,1
7718,8,0.26666666666666666,22.0,2.75,4,0,0.0,1.25,11,1,1
7719,24,0.8,434.0,18.083333333333332,22,0,0.0,0.5,11,1,1
7720,13,0.43333333333333335,158.0,12.153846153846153,20,0,0.13333333333333333,0.5,1,1,0
7721,1,0.03333333333333333,3.0,3.0,2,0,0.03333333333333333,0.5,0,1,0
7722,19,0.6333333333333333,697.0,36.68421052631579,45,1,0.0,0.5,2,1,1
7723,7,0.23333333333333334,324.0,46.285714285714285,31,0,0.0,0.5,11,1,1
7724,9,0.3,155.0,17.22222222222222,30,0,0.0,0.5,5,1,1
7725,7,0.23333333333333334,282.0,40.285714285714285,22,1,0.0,1.0,9,1,1
7726,5,0.16666666666666666,85.0,17.0,11,1,0.0,1.0,3,1,1
7727,4,0.13333333333333333,46.0,11.5,8,0,0.2,1.0,9,1,1
7728,15,0.5,117.0,7.8,28,0,0.0,0.5,10,1,1
7729,3,0.1,22.0,7.333333333333333,3,1,0.0,0.5,1,1,1
7730,10,0.3333333333333333,90.0,9.0,12,0,0.0,0.25,9,1,1
7731,12,0.4,282.0,23.5,44,0,0.0,0.5,10,1,1
7732,5,0.16666666666666666,19.0,3.8,6,0,0.0,0.5,3,1,1
7733,31,1.0,719.0,23.193548387096776,68,0,0.0,0.5,12,1,1
7734,7,0.23333333333333334,194.0,27.714285714285715,35,0,0.0,0.75,12,1,1
7735,46,1.0,864.0,18.782608695652176,75,0,0.0,1.0,3,2,1
7736,36,1.0,915.0,25.416666666666668,86,1,0.0,1.0,3,1,0
7737,1,0.03333333333333333,4.0,4.0,4,0,0.0,0.25,0,1,0
7738,14,0.4666666666666667,142.0,10.142857142857142,13,0,0.0,0.5,4,1,0
7739,24,0.8,790.0,32.916666666666664,29,1,0.0,1.0,10,1,1
7740,32,1.0,729.0,22.78125,31,1,0.0,0.5,4,1,1
7741,8,0.26666666666666666,117.0,14.625,9,0,0.0,0.5,10,1,1
7742,6,0.2,47.0,7.833333333333333,15,0,0.0,0.5,2,1,0
7743,8,0.26666666666666666,130.0,16.25,11,0,0.0,0.5,10,1,1
7744,1,0.03333333333333333,1.0,1.0,1,1,0.0,1.0,0,1,0
7745,9,0.3,216.0,24.0,41,0,0.0,0.5,12,1,0
7746,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7747,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7748,4,0.13333333333333333,54.0,13.5,7,0,0.0,0.5,5,1,1
7749,23,0.7666666666666667,368.0,16.0,51,0,0.0,1.0,9,1,1
7750,2,0.06666666666666667,137.0,68.5,27,0,0.0,0.5,2,1,0
7751,6,0.2,85.0,14.166666666666666,9,0,0.0,0.5,8,1,1
7752,5,0.16666666666666666,52.0,10.4,9,0,0.0,0.5,7,1,1
7753,28,0.9333333333333333,413.0,14.75,34,0,0.0,0.5,11,1,1
7754,17,0.5666666666666667,236.0,13.882352941176471,25,0,0.20833333333333334,0.5,1,2,1
7755,6,0.2,48.0,8.0,17,0,0.16666666666666666,0.75,0,1,0
7756,6,0.2,70.0,11.666666666666666,13,0,0.15,0.5,6,1,1
7757,10,0.3333333333333333,89.0,8.9,10,1,0.0,1.5,8,1,0
7758,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7759,33,1.0,1056.0,32.0,37,0,0.0,0.25,6,2,1
7760,30,1.0,973.0,32.43333333333333,52,1,0.0,1.0,12,1,0
7761,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7762,27,0.9,1955.0,72.4074074074074,28,1,0.0,1.0,9,1,1
7763,26,0.8666666666666667,193.0,7.423076923076923,25,0,0.0,0.5,11,1,1
7764,7,0.23333333333333334,105.0,15.0,22,0,0.0,0.5,0,1,0
7765,10,0.3333333333333333,182.0,18.2,20,0,0.23333333333333334,0.25,4,1,0
7766,14,0.4666666666666667,301.0,21.5,33,0,0.0,1.25,12,1,1
7767,21,0.7,270.0,12.857142857142858,30,0,0.0,0.5,4,1,0
7768,3,0.1,17.0,5.666666666666667,7,0,0.0,0.5,0,1,0
7769,4,0.13333333333333333,79.0,19.75,25,1,0.0,1.0,5,1,0
7770,13,0.43333333333333335,402.0,30.923076923076923,54,0,0.016666666666666666,0.5,12,1,1
7771,3,0.1,6.0,2.0,1,0,0.3,1.5,0,1,0
7772,27,0.9,875.0,32.407407407407405,30,0,0.0,1.0,11,1,1
7773,4,0.13333333333333333,33.0,8.25,10,0,0.0,0.5,11,1,1
7774,13,0.43333333333333335,150.0,11.538461538461538,28,1,0.0,0.5,13,1,1
7775,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7776,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
7777,42,1.0,1569.0,37.357142857142854,68,1,0.0,0.875,12,1,0
7778,33,1.0,514.0,15.575757575757576,67,1,0.0,1.5,3,1,0
7779,11,0.36666666666666664,381.0,34.63636363636363,27,0,0.0,1.0,5,1,1
7780,55,1.0,1527.0,27.763636363636362,69,0,0.0,0.75,13,2,1
7781,33,1.0,1262.0,38.24242424242424,79,0,0.05,0.5,11,1,0
7782,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
7783,39,1.0,1079.0,27.666666666666668,81,0,0.0,1.0,12,1,0
7784,3,0.1,11.0,3.6666666666666665,5,0,0.0,0.5,1,1,0
7785,18,0.6,218.0,12.11111111111111,39,0,0.0,0.5,7,1,0
7786,1,0.03333333333333333,8.0,8.0,3,0,0.0,1.5,0,2,0
7787,38,1.0,1900.0,50.0,75,0,0.0,0.5,12,1,0
